"","PROBEID","UNIPROT"
"21356","204147_s_at","A0A024RDY4"
"21357","204147_s_at","Q14186"
"21358","204148_s_at","Q6PJE2"
"21359","204148_s_at","P21754"
"21360","204149_s_at","A0A140VKE3"
"21361","204149_s_at","Q03013"
"21362","204150_at","Q9NY15"
"21363","204151_x_at","Q04828"
"21364","204152_s_at","O00587"
"21365","204153_s_at","O00587"
"21366","204154_at","Q16878"
"21367","204155_s_at","A1A5A9"
"21368","204155_s_at","H0Y494"
"21369","204155_s_at","Q9Y2K2"
"21370","204155_s_at","J3KPC8"
"21371","204156_at","A1A5A9"
"21372","204156_at","H0Y494"
"21373","204156_at","Q9Y2K2"
"21374","204156_at","J3KPC8"
"21375","204157_s_at","A1A5A9"
"21376","204157_s_at","H0Y494"
"21377","204157_s_at","Q9Y2K2"
"21378","204157_s_at","J3KPC8"
"21379","204158_s_at","A0A024R5E5"
"21380","204158_s_at","Q13488"
"21381","204159_at","P42773"
"21382","204159_at","Q6ICV4"
"21383","204160_s_at","Q9Y6X5"
"21384","204161_s_at","Q9Y6X5"
"21385","204162_at","A8K031"
"21386","204162_at","O14777"
"21387","204163_at","Q9Y6C2"
"21388","204164_at","Q96FS4"
"21389","204165_at","Q92558"
"21390","204166_at","Q9Y2G9"
"21391","204167_at","P43251"
"21392","204168_at","Q99735"
"21393","204169_at","B3KRZ3"
"21394","204169_at","P20839"
"21395","204169_at","Q6ZNB1"
"21396","204170_s_at","P33552"
"21397","204171_at","P23443"
"21398","204172_at","P36551"
"21399","204173_at","A0A024RB31"
"21400","204173_at","P14649"
"21401","204174_at","A0A087WW23"
"21402","204174_at","P20292"
"21403","204175_at","O00488"
"21404","204176_at","A0A024R940"
"21405","204176_at","Q9Y2M5"
"21406","204177_s_at","A0A024R940"
"21407","204177_s_at","Q9Y2M5"
"21408","204178_s_at","A0A0S2Z567"
"21409","204178_s_at","Q96PK6"
"21410","204178_s_at","A0A0S2Z5V2"
"21411","204178_s_at","A0A0S2Z4Z0"
"21412","204179_at","A0A1K0FU49"
"21413","204179_at","P02144"
"21414","204180_s_at","O43298"
"21415","204181_s_at","O43298"
"21416","204182_s_at","O43298"
"21417","204183_s_at","A0A024R1D8"
"21418","204183_s_at","P35626"
"21419","204183_s_at","Q8N433"
"21420","204184_s_at","A0A024R1D8"
"21421","204184_s_at","P35626"
"21422","204184_s_at","Q8N433"
"21423","204185_x_at","E5KN55"
"21424","204185_x_at","Q08752"
"21425","204186_s_at","E5KN55"
"21426","204186_s_at","Q08752"
"21427","204187_at","P36959"
"21428","204188_s_at","A8K3H3"
"21429","204188_s_at","P13631"
"21430","204188_s_at","F1D8P1"
"21431","204188_s_at","B7Z4B4"
"21432","204189_at","A8K3H3"
"21433","204189_at","P13631"
"21434","204189_at","F1D8P1"
"21435","204189_at","B7Z4B4"
"21436","204190_at","A8K1B1"
"21437","204190_at","Q5W0Q7"
"21438","204190_at","B3KQ64"
"21439","204191_at","P17181"
"21440","204192_at","P11049"
"21441","204193_at","A0A024R4X4"
"21442","204193_at","Q9Y259"
"21443","204194_at","O14867"
"21444","204195_s_at","B4DGV5"
"21445","204195_s_at","E7EPN6"
"21446","204195_s_at","Q96I87"
"21447","204195_s_at","P55347"
"21448","204195_s_at","Q6PKH2"
"21449","204196_x_at","B4DGV5"
"21450","204196_x_at","E7EPN6"
"21451","204196_x_at","Q96I87"
"21452","204196_x_at","P55347"
"21453","204196_x_at","Q6PKH2"
"21454","204197_s_at","A0A024RAH4"
"21455","204197_s_at","Q13761"
"21456","204198_s_at","A0A024RAH4"
"21457","204198_s_at","Q13761"
"21458","204199_at","Q5JS13"
"21459","204200_s_at","P01127"
"21460","204201_s_at","Q12923"
"21461","204202_at","A0A087WX45"
"21462","204202_at","B3KRY4"
"21463","204202_at","B4DDX4"
"21464","204202_at","B4DXN1"
"21465","204202_at","A0A087WX19"
"21466","204202_at","A0A024R853"
"21467","204202_at","Q6IPM2"
"21468","204203_at","P53567"
"21469","204204_at","O15432"
"21470","204204_at","Q53X94"
"21471","204205_at","Q9HC16"
"21472","204206_at","Q99583"
"21473","204207_s_at","O60942"
"21474","204207_s_at","Q7Z3R6"
"21475","204207_s_at","B4DSJ8"
"21476","204208_at","O60942"
"21477","204208_at","Q7Z3R6"
"21478","204208_at","B4DSJ8"
"21479","204209_at","B4E322"
"21480","204209_at","P49585"
"21481","204210_s_at","B4E322"
"21482","204210_s_at","P49585"
"21483","204211_x_at","P19525"
"21484","204211_x_at","Q8IW76"
"21485","204212_at","O14734"
"21486","204213_at","P01833"
"21487","204214_s_at","Q13637"
"21488","204215_at","Q9BU79"
"21489","204215_at","C9JY04"
"21490","204216_s_at","Q6PJT7"
"21491","204216_s_at","G3V256"
"21492","204216_s_at","A0A024R6F2"
"21493","204216_s_at","G3V411"
"21494","204217_s_at","A8K7F2"
"21495","204217_s_at","O75298"
"21496","204217_s_at","Q6GMT0"
"21497","204218_at","P60006"
"21498","204218_at","A0A024R5G0"
"21499","204218_at","G5EA39"
"21500","204219_s_at","P62191"
"21501","204219_s_at","Q53XL8"
"21502","204220_at","M0R1D2"
"21503","204220_at","O60234"
"21504","204221_x_at","P48060"
"21505","204222_s_at","P48060"
"21506","204223_at","P51888"
"21507","204224_s_at","A0A024R642"
"21508","204224_s_at","P30793"
"21509","204224_s_at","Q8IZH9"
"21510","204225_at","P56524"
"21511","204226_at","A0A0A0MTC5"
"21512","204226_at","Q9NUL3"
"21513","204226_at","E9PH62"
"21514","204226_at","A0A0A0MTC6"
"21515","204226_at","A0A0A0MTC4"
"21516","204226_at","A8K276"
"21517","204226_at","F8VPI7"
"21518","204226_at","Q4LE57"
"21519","204226_at","A0A0A0MTD1"
"21520","204227_s_at","O00142"
"21521","204227_s_at","B4DIW4"
"21522","204227_s_at","Q8IZR3"
"21523","204227_s_at","B4E0Z4"
"21524","204227_s_at","A5PLM0"
"21525","204227_s_at","A4IF54"
"21526","204228_at","O43447"
"21527","204228_at","Q6FH36"
"21528","204229_at","Q9P2U7"
"21529","204230_s_at","Q9P2U7"
"21530","204231_s_at","O00519"
"21531","204231_s_at","Q9UG55"
"21532","204232_at","P30273"
"21533","204233_s_at","P35790"
"21534","204234_s_at","O14628"
"21535","204235_s_at","Q9UBP9"
"21536","204236_at","A0A024R3N6"
"21537","204236_at","Q01543"
"21538","204236_at","A0A024R3K4"
"21539","204236_at","A0A024R3M5"
"21540","204237_at","Q9UBP9"
"21541","204238_s_at","O43598"
"21542","204239_s_at","Q16517"
"21543","204240_s_at","A0A024R158"
"21544","204240_s_at","B3KMB1"
"21545","204240_s_at","O95347"
"21546","204240_s_at","Q05BV1"
"21547","204240_s_at","Q6IPS5"
"21548","204240_s_at","A8K984"
"21549","204240_s_at","B7ZLZ7"
"21550","204240_s_at","Q05D74"
"21551","204240_s_at","Q7Z2X1"
"21552","204241_at","O15254"
"21553","204242_s_at","O15254"
"21554","204243_at","Q13129"
"21555","204244_s_at","B4DXK0"
"21556","204244_s_at","Q9UBU7"
"21557","204244_s_at","B7Z8C6"
"21558","204245_s_at","O95059"
"21559","204246_s_at","O75935"
"21560","204246_s_at","X6RLR1"
"21561","204247_s_at","A0A0S2Z355"
"21562","204247_s_at","Q00535"
"21563","204247_s_at","A0A090N7W4"
"21564","204248_at","P29992"
"21565","204249_s_at","P25791"
"21566","204250_s_at","Q9UPV0"
"21567","204251_s_at","Q9UPV0"
"21568","204252_at","B4DDL9"
"21569","204252_at","E7ESI2"
"21570","204252_at","P24941"
"21571","204252_at","A0A024RB77"
"21572","204252_at","A0A024RB10"
"21573","204252_at","G3V5T9"
"21574","204253_s_at","F1D8P8"
"21575","204253_s_at","P11473"
"21576","204254_s_at","F1D8P8"
"21577","204254_s_at","P11473"
"21578","204255_s_at","F1D8P8"
"21579","204255_s_at","P11473"
"21580","204256_at","A0A024RDK5"
"21581","204256_at","Q9H5J4"
"21582","204257_at","A0A024R564"
"21583","204257_at","Q9Y5Q0"
"21584","204258_at","B3KT33"
"21585","204258_at","O14646"
"21586","204259_at","P09237"
"21587","204260_at","P05060"
"21588","204261_s_at","P49810"
"21589","204262_s_at","P49810"
"21590","204263_s_at","A0A140VK13"
"21591","204263_s_at","P23786"
"21592","204263_s_at","A0A1B0GTB8"
"21593","204264_at","A0A140VK13"
"21594","204264_at","P23786"
"21595","204264_at","A0A1B0GTB8"
"21596","204265_s_at","A0A024RCP6"
"21597","204265_s_at","Q9Y4H4"
"21598","204266_s_at","P35790"
"21599","204267_x_at","Q99640"
"21600","204267_x_at","Q0IJ49"
"21601","204268_at","P29034"
"21602","204269_at","A0A024QYW7"
"21603","204269_at","Q9P1W9"
"21604","204270_at","P12755"
"21605","204271_s_at","P24530"
"21606","204271_s_at","A0A024R638"
"21607","204271_s_at","A0A024R645"
"21608","204272_at","P56470"
"21609","204272_at","Q6FHZ4"
"21610","204273_at","P24530"
"21611","204273_at","A0A024R638"
"21612","204273_at","A0A024R645"
"21613","204274_at","A0A024R9E0"
"21614","204274_at","O00559"
"21615","204275_at","O75808"
"21616","204276_at","O00142"
"21617","204276_at","B4DIW4"
"21618","204276_at","Q8IZR3"
"21619","204276_at","B4E0Z4"
"21620","204276_at","A5PLM0"
"21621","204276_at","A4IF54"
"21622","204277_s_at","O00142"
"21623","204277_s_at","B4DIW4"
"21624","204277_s_at","Q8IZR3"
"21625","204277_s_at","B4E0Z4"
"21626","204277_s_at","A5PLM0"
"21627","204277_s_at","A4IF54"
"21628","204278_s_at","A0A024R9E0"
"21629","204278_s_at","O00559"
"21630","204279_at","A0A1U9X8D7"
"21631","204279_at","P28065"
"21632","204280_at","O43566"
"21633","204280_at","A0A024R7N4"
"21634","204281_at","Q15561"
"21635","204282_s_at","O95363"
"21636","204283_at","O95363"
"21637","204284_at","Q9UQK1"
"21638","204285_s_at","A0A0S2Z490"
"21639","204285_s_at","Q13794"
"21640","204286_s_at","A0A0S2Z490"
"21641","204286_s_at","Q13794"
"21642","204287_at","O43759"
"21643","204288_s_at","O94875"
"21644","204288_s_at","B7Z997"
"21645","204288_s_at","B7Z3D7"
"21646","204289_at","Q8ND07"
"21647","204289_at","Q02252"
"21648","204289_at","A0A024R6G4"
"21649","204290_s_at","Q02252"
"21650","204290_s_at","A0A024R6G4"
"21651","204291_at","Q6AHZ1"
"21652","204292_x_at","A0A0S2Z4D1"
"21653","204292_x_at","Q15831"
"21654","204293_at","P51688"
"21655","204294_at","A0A024R2U7"
"21656","204294_at","P48728"
"21657","204295_at","A0A087WYS9"
"21658","204295_at","Q15526"
"21659","204295_at","E5KRX5"
"21660","204296_at","Q9BY07"
"21661","204297_at","A8MYT4"
"21662","204297_at","B4DPV9"
"21663","204297_at","Q8NEB9"
"21664","204298_s_at","B7ZAJ4"
"21665","204298_s_at","B0AZT2"
"21666","204298_s_at","D0PNI2"
"21667","204298_s_at","P28300"
"21668","204299_at","O75494"
"21669","204299_at","Q5JRI1"
"21670","204299_at","A0A0S2Z504"
"21671","204299_at","B3KNY6"
"21672","204300_at","O75879"
"21673","204301_at","O94819"
"21674","204302_s_at","O43310"
"21675","204302_s_at","A0A024R259"
"21676","204303_s_at","O43310"
"21677","204303_s_at","A0A024R259"
"21678","204304_s_at","A0A0A0N0M1"
"21679","204304_s_at","O43490"
"21680","204305_at","Q99797"
"21681","204306_s_at","A0A024RCB3"
"21682","204306_s_at","P48509"
"21683","204306_s_at","Q6ZNZ0"
"21684","204307_at","O15040"
"21685","204308_s_at","O15040"
"21686","204309_at","A0A0S2Z3R3"
"21687","204309_at","P05108"
"21688","204310_s_at","P20594"
"21689","204311_at","P14415"
"21690","204312_x_at","B7Z5C6"
"21691","204312_x_at","P16220"
"21692","204312_x_at","Q53X93"
"21693","204312_x_at","Q5U0J5"
"21694","204313_s_at","B7Z5C6"
"21695","204313_s_at","P16220"
"21696","204313_s_at","Q53X93"
"21697","204313_s_at","Q5U0J5"
"21698","204314_s_at","B7Z5C6"
"21699","204314_s_at","P16220"
"21700","204314_s_at","Q53X93"
"21701","204314_s_at","Q5U0J5"
"21702","204315_s_at","Q9NYZ3"
"21703","204316_at","O43665"
"21704","204317_at","Q9NYZ3"
"21705","204317_at","Q2PPL5"
"21706","204317_at","O75648"
"21707","204317_at","Q2PPL4"
"21708","204318_s_at","Q9NYZ3"
"21709","204319_s_at","O43665"
"21710","204320_at","P12107"
"21711","204320_at","Q59HB5"
"21712","204321_at","Q59FP8"
"21713","204321_at","Q92859"
"21714","204322_at","F8W785"
"21715","204322_at","O00461"
"21716","204323_x_at","P21359"
"21717","204324_s_at","F8W785"
"21718","204324_s_at","O00461"
"21719","204325_s_at","P21359"
"21720","204326_x_at","A0A140VJP8"
"21721","204326_x_at","P80297"
"21722","204327_s_at","A0A024R3M3"
"21723","204327_s_at","O95125"
"21724","204327_s_at","B3KN61"
"21725","204328_at","A0A024R8V2"
"21726","204328_at","Q7Z403"
"21727","204329_s_at","A0A024R3M3"
"21728","204329_s_at","O95125"
"21729","204329_s_at","B3KN61"
"21730","204330_s_at","A0A024R0H2"
"21731","204330_s_at","O15235"
"21732","204331_s_at","A0A024R0H2"
"21733","204331_s_at","O15235"
"21734","204332_s_at","P20933"
"21735","204333_s_at","P20933"
"21736","204334_at","O75840"
"21737","204334_at","A0A024R3X8"
"21738","204335_at","Q9BW85"
"21739","204336_s_at","P49795"
"21740","204336_s_at","B4DP94"
"21741","204337_at","P49798"
"21742","204337_at","A0A024R909"
"21743","204338_s_at","P49798"
"21744","204338_s_at","A0A024R909"
"21745","204339_s_at","P49798"
"21746","204339_s_at","A0A024R909"
"21747","204340_at","Q14656"
"21748","204341_at","O95361"
"21749","204341_at","B3KP96"
"21750","204342_at","Q6NUK1"
"21751","204343_at","Q4LE27"
"21752","204343_at","Q99758"
"21753","204344_s_at","Q15436"
"21754","204345_at","Q07092"
"21755","204346_s_at","Q9NS23"
"21756","204347_at","P27144"
"21757","204347_at","D3DQ64"
"21758","204348_s_at","P27144"
"21759","204348_s_at","D3DQ64"
"21760","204349_at","O43513"
"21761","204349_at","Q6IAZ5"
"21762","204350_s_at","O43513"
"21763","204350_s_at","Q6IAZ5"
"21764","204351_at","P25815"
"21765","204352_at","O00463"
"21766","204353_s_at","A8MTK3"
"21767","204353_s_at","Q5MJ33"
"21768","204353_s_at","Q9NUX5"
"21769","204353_s_at","A0A024R739"
"21770","204354_at","A8MTK3"
"21771","204354_at","Q5MJ33"
"21772","204354_at","Q9NUX5"
"21773","204354_at","A0A024R739"
"21774","204355_at","H7BXY3"
"21775","204355_at","Q7L2E3"
"21776","204355_at","A0A024R2T6"
"21777","204356_at","P53667"
"21778","204357_s_at","P53667"
"21779","204358_s_at","O43155"
"21780","204359_at","O43155"
"21781","204360_s_at","A0A140VJE4"
"21782","204360_s_at","P54802"
"21783","204361_s_at","B7Z5R3"
"21784","204361_s_at","O75563"
"21785","204362_at","B7Z5R3"
"21786","204362_at","O75563"
"21787","204363_at","P13726"
"21788","204364_s_at","E7EUF7"
"21789","204364_s_at","Q9H902"
"21790","204364_s_at","A0A1C7CYY3"
"21791","204365_s_at","E7EUF7"
"21792","204365_s_at","Q9H902"
"21793","204365_s_at","A0A1C7CYY3"
"21794","204366_s_at","Q8WUA4"
"21795","204367_at","Q02086"
"21796","204368_at","Q92959"
"21797","204369_at","P42336"
"21798","204369_at","Q4LE51"
"21799","204370_at","Q92989"
"21800","204371_s_at","Q92945"
"21801","204372_s_at","Q92945"
"21802","204373_s_at","Q5VT06"
"21803","204374_s_at","P51570"
"21804","204374_s_at","V9HWE7"
"21805","204375_at","Q9BQT9"
"21806","204376_at","Q9Y4B6"
"21807","204377_s_at","Q9Y4B6"
"21808","204378_at","B2RCQ5"
"21809","204378_at","G3XAF7"
"21810","204378_at","Q05CL3"
"21811","204378_at","O75363"
"21812","204379_s_at","P22607"
"21813","204379_s_at","Q0IJ44"
"21814","204380_s_at","P22607"
"21815","204380_s_at","Q0IJ44"
"21816","204381_at","O75074"
"21817","204382_at","Q9BTE0"
"21818","204382_at","J3QL33"
"21819","204382_at","J3QQP3"
"21820","204382_at","J3KT72"
"21821","204382_at","J3KRQ7"
"21822","204382_at","J3KSE9"
"21823","204383_at","Q96DF8"
"21824","204383_at","F8WEF8"
"21825","204383_at","A0ZT99"
"21826","204383_at","Q96PF2"
"21827","204384_at","Q08379"
"21828","204385_at","Q16719"
"21829","204386_s_at","A0A024RDM4"
"21830","204386_s_at","Q9BQC6"
"21831","204387_x_at","A0A024RDM4"
"21832","204387_x_at","Q9BQC6"
"21833","204388_s_at","P21397"
"21834","204388_s_at","Q49A63"
"21835","204388_s_at","Q53YE7"
"21836","204389_at","P21397"
"21837","204389_at","Q49A63"
"21838","204389_at","Q53YE7"
"21839","204390_at","A0A024R784"
"21840","204390_at","O15164"
"21841","204391_x_at","A0A024R784"
"21842","204391_x_at","O15164"
"21843","204392_at","B0YIY3"
"21844","204392_at","Q14012"
"21845","204393_s_at","P15309"
"21846","204394_at","A0A024R4Y3"
"21847","204394_at","O75387"
"21848","204395_s_at","P34947"
"21849","204396_s_at","P34947"
"21850","204397_at","O95834"
"21851","204398_s_at","O95834"
"21852","204399_s_at","O95834"
"21853","204400_at","O43281"
"21854","204401_at","O15554"
"21855","204402_at","A0A024R1J2"
"21856","204402_at","Q9Y3P4"
"21857","204403_x_at","Q9Y4C2"
"21858","204403_x_at","B4DST7"
"21859","204404_at","P55011"
"21860","204404_at","Q53ZR1"
"21861","204404_at","B7ZM24"
"21862","204405_x_at","A0A0C4DGB1"
"21863","204405_x_at","Q9UNQ2"
"21864","204405_x_at","A8K9K8"
"21865","204406_at","P17948"
"21866","204406_at","L7RSL3"
"21867","204407_at","A0A024R0F1"
"21868","204407_at","Q9UNY4"
"21869","204408_at","B4DWI9"
"21870","204408_at","B7ZA71"
"21871","204408_at","E5KN95"
"21872","204408_at","Q9UBZ4"
"21873","204409_s_at","A6NJH9"
"21874","204409_s_at","O14602"
"21875","204410_at","A6NJH9"
"21876","204410_at","O14602"
"21877","204411_at","O75037"
"21878","204411_at","Q2UVF0"
"21879","204412_s_at","P12036"
"21880","204413_at","A0A024R8H5"
"21881","204413_at","Q12933"
"21882","204414_at","O95461"
"21883","204414_at","X5DR28"
"21884","204415_at","P09912"
"21885","204416_x_at","A0A024R0T8"
"21886","204416_x_at","P02654"
"21887","204417_at","A0A0A0MQV0"
"21888","204417_at","P54803"
"21889","204418_x_at","P28161"
"21890","204418_x_at","Q0D2I8"
"21891","204419_x_at","D9YZU9"
"21892","204419_x_at","P69892"
"21893","204419_x_at","D9YZU8"
"21894","204419_x_at","P69891"
"21895","204420_at","E9PPX2"
"21896","204420_at","P15407"
"21897","204420_at","E9PKL5"
"21898","204420_at","A0A0S2Z595"
"21899","204421_s_at","A0A087WUF6"
"21900","204421_s_at","P09038"
"21901","204422_s_at","A0A087WUF6"
"21902","204422_s_at","P09038"
"21903","204423_at","B4DG30"
"21904","204423_at","Q9UL63"
"21905","204424_s_at","A0A024RAT1"
"21906","204424_s_at","Q8TAP4"
"21907","204424_s_at","Q9NYC6"
"21908","204425_at","P98171"
"21909","204426_at","Q15363"
"21910","204426_at","Q6FHT8"
"21911","204427_s_at","Q15363"
"21912","204427_s_at","Q6FHT8"
"21913","204428_s_at","A0A140VK24"
"21914","204428_s_at","P04180"
"21915","204429_s_at","A0A140VJK5"
"21916","204429_s_at","P22732"
"21917","204429_s_at","B4DG19"
"21918","204430_s_at","A0A140VJK5"
"21919","204430_s_at","P22732"
"21920","204430_s_at","B4DG19"
"21921","204431_at","Q04725"
"21922","204431_at","K7EMK7"
"21923","204432_at","O15370"
"21924","204433_s_at","A8K0S9"
"21925","204433_s_at","Q9UM82"
"21926","204433_s_at","B4DID4"
"21927","204434_at","A8K0S9"
"21928","204434_at","Q9UM82"
"21929","204434_at","B4DID4"
"21930","204435_at","Q9BVL2"
"21931","204436_at","Q8TD55"
"21932","204437_s_at","A0A024R5H1"
"21933","204437_s_at","P15328"
"21934","204438_at","P22897"
"21935","204439_at","Q53G44"
"21936","204439_at","B4E019"
"21937","204440_at","Q01151"
"21938","204440_at","A0A087WX61"
"21939","204441_s_at","Q14181"
"21940","204442_x_at","B3KXY6"
"21941","204442_x_at","Q8N2S1"
"21942","204442_x_at","A0A0C4DH07"
"21943","204443_at","A0A0C4DFZ2"
"21944","204443_at","B4DVI5"
"21945","204443_at","P15289"
"21946","204444_at","P52732"
"21947","204445_s_at","P09917"
"21948","204446_s_at","P09917"
"21949","204447_at","O60299"
"21950","204448_s_at","Q13371"
"21951","204449_at","Q13371"
"21952","204450_x_at","A0A024R3E3"
"21953","204450_x_at","P02647"
"21954","204451_at","Q9UP38"
"21955","204452_s_at","Q9UP38"
"21956","204453_at","P51523"
"21957","204454_at","O95751"
"21958","204455_at","B4DSS9"
"21959","204455_at","Q03001"
"21960","204455_at","Q6P0N6"
"21961","204455_at","B4DGY0"
"21962","204455_at","F6QMI7"
"21963","204455_at","E9PHM6"
"21964","204455_at","F8W9J4"
"21965","204456_s_at","P54826"
"21966","204457_s_at","P54826"
"21967","204458_at","Q8NCC3"
"21968","204458_at","B4DJW4"
"21969","204459_at","B3V096"
"21970","204459_at","B4DUD5"
"21971","204459_at","E7EWR4"
"21972","204459_at","P33240"
"21973","204460_s_at","A0A024R045"
"21974","204460_s_at","O60671"
"21975","204461_x_at","A0A024R045"
"21976","204461_x_at","O60671"
"21977","204462_s_at","P36021"
"21978","204463_s_at","P25101"
"21979","204464_s_at","P25101"
"21980","204465_s_at","Q16352"
"21981","204466_s_at","P37840"
"21982","204466_s_at","H6UYS5"
"21983","204467_s_at","P37840"
"21984","204467_s_at","H6UYS5"
"21985","204468_s_at","B4DTW8"
"21986","204468_s_at","P35590"
"21987","204469_at","B4DFE7"
"21988","204469_at","P23471"
"21989","204470_at","P09341"
"21990","204471_at","P17677"
"21991","204471_at","Q5U058"
"21992","204472_at","A0A024R9F5"
"21993","204472_at","P55040"
"21994","204473_s_at","Q92610"
"21995","204474_at","P52746"
"21996","204475_at","B4DN15"
"21997","204475_at","P03956"
"21998","204475_at","Q53G95"
"21999","204476_s_at","A0A024R5C5"
"22000","204476_s_at","P11498"
"22001","204477_at","P47224"
"22002","204477_at","Q53EV1"
"22003","204478_s_at","P47224"
"22004","204478_s_at","Q53EV1"
"22005","204479_at","Q92882"
"22006","204480_s_at","Q9BUW7"
"22007","204481_at","P55201"
"22008","204482_at","D3DX19"
"22009","204482_at","O00501"
"22010","204483_at","P13929"
"22011","204484_at","A2RUF7"
"22012","204484_at","O00750"
"22013","204484_at","Q4LE65"
"22014","204485_s_at","O75674"
"22015","204485_s_at","Q8NI65"
"22016","204486_at","P51787"
"22017","204486_at","Q96AI9"
"22018","204487_s_at","P51787"
"22019","204487_s_at","Q96AI9"
"22020","204488_at","A0A0S2Z597"
"22021","204488_at","Q9UPQ8"
"22022","204489_s_at","P16070"
"22023","204490_s_at","P16070"
"22024","204491_at","A0A140VJR0"
"22025","204491_at","Q08499"
"22026","204492_at","Q6P4F7"
"22027","204493_at","A8ASI8"
"22028","204493_at","B3KT21"
"22029","204493_at","P55957"
"22030","204493_at","B2ZP79"
"22031","204494_s_at","Q6ZRI6"
"22032","204495_s_at","Q6ZRI6"
"22033","204496_at","Q13033"
"22034","204497_at","O60503"
"22035","204498_s_at","O60503"
"22036","204499_at","J3KNS1"
"22037","204499_at","Q9UPW5"
"22038","204499_at","A0A024R288"
"22039","204500_s_at","J3KNS1"
"22040","204500_s_at","Q9UPW5"
"22041","204500_s_at","A0A024R288"
"22042","204501_at","A0A024R9J4"
"22043","204501_at","P48745"
"22044","204502_at","Q59H15"
"22045","204502_at","Q9Y3Z3"
"22046","204503_at","B7ZLH8"
"22047","204503_at","K7EKI0"
"22048","204503_at","Q92817"
"22049","204504_s_at","Q9BW71"
"22050","204505_s_at","Q08495"
"22051","204506_at","P63098"
"22052","204507_s_at","P63098"
"22053","204508_s_at","O43570"
"22054","204508_s_at","B3KUB4"
"22055","204509_at","O43570"
"22056","204509_at","B3KUB4"
"22057","204510_at","O00311"
"22058","204510_at","B2R6V2"
"22059","204511_at","O94887"
"22060","204512_at","P15822"
"22061","204513_s_at","Q92556"
"22062","204513_s_at","A4D1X5"
"22063","204514_at","Q9BQC3"
"22064","204514_at","B3KRB8"
"22065","204515_at","P14060"
"22066","204516_at","O15265"
"22067","204516_at","Q9UPD8"
"22068","204517_at","P45877"
"22069","204518_s_at","P45877"
"22070","204519_s_at","A0A024R6T3"
"22071","204519_s_at","Q9Y342"
"22072","204520_x_at","A0A024R4V5"
"22073","204520_x_at","O95696"
"22074","204520_x_at","A0A024R4W4"
"22075","204520_x_at","Q59G93"
"22076","204521_at","Q8WUB2"
"22077","204522_at","A0A024RCW8"
"22078","204522_at","O77932"
"22079","204523_at","P52738"
"22080","204523_at","B4DKI0"
"22081","204524_at","O15530"
"22082","204525_at","B4DG57"
"22083","204525_at","O94880"
"22084","204525_at","A0A0U1RRH6"
"22085","204526_s_at","O95759"
"22086","204526_s_at","J3KQ40"
"22087","204527_at","Q9UES4"
"22088","204527_at","Q9Y4I1"
"22089","204527_at","A8CDT9"
"22090","204528_s_at","B7Z2V4"
"22091","204528_s_at","F5H4R6"
"22092","204528_s_at","P55209"
"22093","204528_s_at","A0A024RBB7"
"22094","204528_s_at","Q9H2B0"
"22095","204528_s_at","F8W543"
"22096","204529_s_at","O94900"
"22097","204530_s_at","O94900"
"22098","204531_s_at","P38398"
"22099","204531_s_at","A0A024R1V0"
"22100","204532_x_at","O60656"
"22101","204532_x_at","Q5DSZ5"
"22102","204532_x_at","Q5DT02"
"22103","204532_x_at","Q9HAW8"
"22104","204532_x_at","Q5DSZ6"
"22105","204532_x_at","Q9HAW9"
"22106","204532_x_at","P19224"
"22107","204532_x_at","Q5DSZ8"
"22108","204532_x_at","Q5DT01"
"22109","204532_x_at","P22310"
"22110","204532_x_at","P22309"
"22111","204532_x_at","Q5DT03"
"22112","204533_at","A0A024RDA4"
"22113","204533_at","P02778"
"22114","204534_at","D9ZGG2"
"22115","204534_at","P04004"
"22116","204534_at","F6T8T6"
"22117","204535_s_at","Q13127"
"22118","204536_s_at","Q13127"
"22119","204537_s_at","P78334"
"22120","204538_x_at","Q9UND3"
"22121","204539_s_at","Q9NYQ6"
"22122","204540_at","Q05639"
"22123","204541_at","O76054"
"22124","204541_at","B7Z3Z8"
"22125","204541_at","A0A024R1I5"
"22126","204542_at","A0A024R8M1"
"22127","204542_at","Q9UJ37"
"22128","204543_at","Q13905"
"22129","204544_at","Q9UPZ3"
"22130","204545_at","A0A024RD09"
"22131","204545_at","Q13608"
"22132","204546_at","O60268"
"22133","204547_at","Q12829"
"22134","204548_at","P49675"
"22135","204548_at","Q6IBK0"
"22136","204549_at","Q14164"
"22137","204549_at","A0A075B7B4"
"22138","204550_x_at","P09488"
"22139","204550_x_at","X5DR03"
"22140","204550_x_at","X5D932"
"22141","204551_s_at","P02765"
"22142","204552_at","Q96PE3"
"22143","204552_at","D3DVH3"
"22144","204553_x_at","Q96PE3"
"22145","204553_x_at","D3DVH3"
"22146","204554_at","O95685"
"22147","204554_at","Q86X09"
"22148","204555_s_at","O95685"
"22149","204555_s_at","Q86X09"
"22150","204556_s_at","Q86YF9"
"22151","204556_s_at","B3KSP1"
"22152","204557_s_at","Q86YF9"
"22153","204557_s_at","B3KSP1"
"22154","204558_at","A8K996"
"22155","204558_at","Q92698"
"22156","204559_s_at","Q9UK45"
"22157","204560_at","Q13451"
"22158","204560_at","Q2TA84"
"22159","204561_x_at","A0A024R0T9"
"22160","204561_x_at","P02655"
"22161","204561_x_at","P55056"
"22162","204562_at","Q15306"
"22163","204563_at","P14151"
"22164","204564_at","B3KQ06"
